np_id	pref_name	iupac_name	chembl_id	pubchem_cid	num_of_organism	num_of_target	num_of_activity	if_has_Quantity
NPC96015	RANYCRBQZGEUTN-HEQZSQDTSA-N	n.a.	n.a.	n.a.	15	0	0	No
NPC96016	Haligramide A	n.a.	CHEMBL507323	10417806	5	4	4	No
NPC96018	NGTKNGCMLMBFOQ-AUXLPMKMSA-N	n.a.	n.a.	n.a.	2	3	3	No
NPC9602	DPVUSEJRFUKZPL-JNYRUOKOSA-N	n.a.	n.a.	n.a.	4	0	0	No
NPC96024	Demethylmultiorthoquinone	6-hydroxy-7,8-dimethyl-2-propan-2-ylphenanthrene-3,4-dione	CHEMBL449749	467785	2	2	3	No
NPC96026	MWAIQZYWLADOIR-ABNPOPBRSA-N	n.a.	n.a.	12097235	13	0	0	No
NPC96030	BBNHCUYDBRMLRW-NFZLGSKFSA-N	n.a.	n.a.	10725152	5	0	0	No
NPC96031	Gramniphenol D	1,4-dihydroxy-7-[(2S)-2-hydroxy-3-methylbut-3-enoxy]-5-methoxyfluoren-9-one	CHEMBL2333778	71578156	1	4	6	No
NPC96034	LNBAINYGSDGALX-XTGQSCIOSA-N	n.a.	n.a.	n.a.	13	0	0	No
NPC96036	FGAPYAJNPFGUCX-KAMFQRNMSA-N	n.a.	n.a.	76324560	1	6	6	No
NPC96043	CFJWRSMUQIAHTA-ZMHJYQQXSA-N	n.a.	n.a.	127046796	1	3	5	No
NPC96051	HUZKCJXXNQCADJ-SKLBOBKVSA-N	n.a.	n.a.	11012575	1	0	0	No
NPC96055	AJPYFXPUFKKLLQ-JMJGNBEHSA-N	n.a.	CHEMBL496050	44157601	1	1	1	No
NPC96066	OXKMZIABKYHLAR-JHWMOAFNSA-N	n.a.	n.a.	124485178	5	0	0	No
NPC96068	AYXPYQRXGNDJFU-JSXSYOHWSA-N	n.a.	n.a.	n.a.	27	0	0	No
NPC9607	BSZYNZDGUZYMDL-UHFFFAOYSA-N	n.a.	n.a.	44258358	9	0	0	No
NPC96077	VREZDOWOLGNDPW-HPORCNTFSA-N	n.a.	n.a.	6713165	5	0	0	No
NPC96080	YOTUXHIWBVZAJQ-UHFFFAOYSA-N	n.a.	CHEMBL1975737	99924	2	58	58	No
NPC9609	Centaureidin	5,7-dihydroxy-2-(3-hydroxy-4-methoxyphenyl)-3,6-dimethoxychromen-4-one	CHEMBL77552	5315773	81	24	44	No
NPC96095	3,11-Dioxoolean-12-Ene-30-Oic Acid	(2S,4aS,6aR,6aS,6bR,8aR,12aS,14bR)-2,4a,6a,6b,9,9,12a-heptamethyl-10,13-dioxo-1,3,4,5,6,6a,7,8,8a,11,12,14b-dodecahydropicene-2-carboxylic acid	CHEMBL493512	111253	1	17	35	No
NPC96102	Tryptamine	2-(1H-indol-3-yl)ethanamine	CHEMBL6640	1150	60	51	99	No
NPC96109	MGMBZNCFUFRSSP-UHFFFAOYSA-N	n.a.	n.a.	177773	3	0	0	Yes
NPC9611	(2Z,5R)-2-Hexa-2,4-Diynylidene-1,6-Dioxaspiro[4.4]Nona-3,7-Diene	(2Z,5R)-2-hexa-2,4-diynylidene-1,6-dioxaspiro[4.4]nona-3,7-diene	CHEMBL480652	44575223	50	2	3	No
NPC96115	UHNJSPPHBVEANW-HSHANODTSA-N	n.a.	n.a.	102121829	20	0	0	No
NPC96117	UZLYFZDXWGWUGA-BJMVGYQFSA-N	n.a.	n.a.	5317654	3	0	0	No
NPC96118	OYZWOAWFLZSHEG-UPCLEARKSA-N	n.a.	n.a.	n.a.	19	0	0	No
NPC96122	PTVAOGIYBMTHSN-WAYWQWQTSA-N	n.a.	n.a.	46898027	1	11	19	No
NPC96123	XUCIJNAGGSZNQT-ZPVJLWCPSA-N	n.a.	n.a.	24801909	9	0	0	No
NPC96128	VJQAFLAZRVKAKM-VZLIPTOUSA-N	n.a.	n.a.	442266	31	0	0	Yes
NPC9613	Myrianthic Acid	(1R,2R,4aS,6aR,6aS,6bR,8aR,9R,10S,11R,12aR,14bS)-1,10,11-trihydroxy-9-(hydroxymethyl)-1,2,6a,6b,9,12a-hexamethyl-2,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-4a-carboxylic acid	CHEMBL2385208	182497	7	2	5	No
NPC96131	SJIZYQLZTLQSKI-QBTJWMPOSA-N	n.a.	CHEMBL2408946	10481206	2	2	2	No
NPC96132	AOJOFALXLFIDNA-LPAABWEISA-N	n.a.	n.a.	102146051	1	0	0	No
NPC96143	GXDCCDSPIFRAIE-AOIIIGQJSA-N	n.a.	n.a.	n.a.	4	0	0	No
NPC96145	YGVHOSGNOYKRIH-FUZMXZLNSA-N	n.a.	n.a.	102004755	3	0	0	No
NPC96146	ZTUXEFFFLOVXQE-UHFFFAOYSA-N	n.a.	n.a.	53435003	7	0	0	No
NPC96148	DFBIRQPKNDILPW-KTGKZQHOSA-N	n.a.	n.a.	16220015	2	0	0	No
NPC96152	IUXCCCANLLMMGX-YUNJQMSYSA-N	n.a.	n.a.	9890302	2	0	0	No
NPC96156	HTNHBWITZORDGY-TYEXRVCRSA-N	n.a.	n.a.	n.a.	9	0	0	No
NPC96160	Echinamine A	n.a.	CHEMBL504599	n.a.	4	1	1	No
NPC96163	KWZYQHQNOWRQRG-QWHCGFSZSA-N	n.a.	n.a.	n.a.	12	0	0	No
NPC96167	(R)-5,7-Dihydroxy-3-(4-Hydroxybenzyl)-6-Methoxychroman-4-One	(3R)-5,7-dihydroxy-3-[(4-hydroxyphenyl)methyl]-6-methoxy-2,3-dihydrochromen-4-one	CHEMBL1080798	638288	2	8	10	No
NPC96171	CBIZXZGHIBJYRA-CMJOXMDJSA-N	n.a.	n.a.	10741001	1	0	0	No
NPC96173	WIDABRSCONXTFO-SKAQWUGESA-N	n.a.	n.a.	101905172	3	0	0	No
NPC96174	QQUVUDPCFCXEGO-MWLCHTKSSA-N	n.a.	n.a.	101706905	15	0	0	No
NPC96191	KCYQWZYCPAUUAA-SGHJIFKXSA-N	n.a.	n.a.	10348735	1	0	0	No
NPC96192	HTVCZGDEKPMUHH-GHRIWEEISA-N	n.a.	n.a.	5321563	5	0	0	No
NPC96194	3Beta,17Alpha-Dihydroxy-16Beta-[(O-Beta-D-Glucopyranosyl-(1->4)-O-(2-O-3,4-Dimethoxybenzoyl-Beta-D-Xylopyranosyl)-(1->3)-2-O-Acetyl-Alpha-L-Arabinopyranosyl)Oxy]Cholest-5-En-22-One	[(2S,3R,4S,5R)-2-[(2S,3R,4S,5S)-3-acetyloxy-2-[[(3S,8R,9S,10R,13S,14S,16S,17S)-3,17-dihydroxy-10,13-dimethyl-17-[(2S)-6-methyl-3-oxoheptan-2-yl]-1,2,3,4,7,8,9,11,12,14,15,16-dodecahydrocyclopenta[a]phenanthren-16-yl]oxy]-5-hydroxyoxan-4-yl]oxy-4-hydroxy-5-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-3-yl] 3,4-dimethoxybenzoate	CHEMBL452643	10677624	1	1	1	No
NPC96195	XGILAAMKEQUXLS-JTQLQIEISA-N	n.a.	n.a.	676157	10	0	0	No
NPC96199	SWIROVJVGRGSPO-OKJDFALESA-N	n.a.	n.a.	n.a.	5	0	0	No
NPC96211	BMBGMZGOEGQGFG-UHFFFAOYSA-N	n.a.	n.a.	29923792	1	0	0	No
NPC96216	Kayeassamin G	5,7-dihydroxy-4-[(1S)-1-hydroxypropyl]-6-(3-methylbutanoyl)-8-(3-methylbut-2-enyl)chromen-2-one	CHEMBL489072	25141331	2	2	7	No
NPC96217	Loxothyrin A	n.a.	CHEMBL486708	6712389	2	57	57	No
NPC96218	CBFCDTFDPHXCNY-UHFFFAOYSA-N	n.a.	n.a.	8222	59	0	0	Yes
NPC96222	FYHHLMRXXMJAPQ-UHFFFAOYSA-N	n.a.	n.a.	5319217	1	0	0	No
NPC96224	N-(4-Hydroxyphenethyl)Cinnamamide	(E)-N-[2-(4-hydroxyphenyl)ethyl]-3-phenylprop-2-enamide	CHEMBL417389	5315911	8	4	7	No
NPC96225	PCWIZDNRFPIZQO-JBYOPCTKSA-N	n.a.	n.a.	49780444	7	0	0	No
NPC96229	LILPTCHQLRKZNG-PIVLJZIUSA-N	n.a.	n.a.	n.a.	50	0	0	No
NPC96240	YKKJETNBRNDYKN-JZZWRREUSA-N	n.a.	n.a.	5458571	15	0	0	No
NPC96246	BJPFPZPVPIZCAE-BSBLBABLSA-N	n.a.	n.a.	n.a.	3	0	0	No
NPC96257	WCGUUGGRBIKTOS-RIRGMOJXSA-N	n.a.	n.a.	7163172	78	2	4	No
NPC96259	Tamirin	(3aS,4R,5E,11aS)-4-hydroxy-6-methyl-3,10-dimethylidene-3a,4,7,8,11,11a-hexahydrocyclodeca[b]furan-2,9-dione	CHEMBL363460	10106765	39	2	3	No
NPC96264	KZAOEMMZRGEBST-YQNRRXMVSA-N	n.a.	n.a.	n.a.	10	0	0	No
NPC96265	JQBSYDHRTYUYCA-JTQLQIEISA-N	n.a.	n.a.	101674118	7	0	0	No
NPC96268	QPXTVGNCBLYFBX-GPMMHRFPSA-N	n.a.	CHEMBL457851	25019494	1	1	1	No
NPC96272	Formosusin B	(4E,6E)-6-methyl-1-(2-oxopyrrolidin-1-yl)dodeca-4,6-diene-1,8-dione	CHEMBL3127728	76318301	1	17	26	No
NPC96273	QALWKTNRDDDECH-ZGLNQCMHSA-N	n.a.	n.a.	11972463	2	0	0	No
NPC96274	RYBRUDMUILVMQN-WMMCROKVSA-N	n.a.	n.a.	n.a.	5	0	0	No
NPC96275	(2S,3As,6R,7As)-1-((R)-2-((R)-3-(3-Bromo-4-Hydroxyphenyl)-2-Hydroxypropanamido)-4-Methylpentanoyl)-N-(4-Guanidinobutyl)-6-Hydroxyoctahydro-1H-Indole-2-Carboxamide	(2S,3aS,6R,7aS)-1-[(2R)-2-[[(2R)-3-(3-bromo-4-hydroxyphenyl)-2-hydroxypropanoyl]amino]-4-methylpentanoyl]-N-[4-(diaminomethylideneamino)butyl]-6-hydroxy-2,3,3a,4,5,6,7,7a-octahydroindole-2-carboxamide	CHEMBL2386693	71726250	1	1	1	No
NPC96286	Osthole	7-methoxy-8-(3-methylbut-2-enyl)chromen-2-one	CHEMBL52229	10228	64	49	102	Yes
NPC96294	Scopolin	6-methoxy-7-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-2-one	CHEMBL225024	439514	239	13	18	No
NPC96299	GCZRCCHPLVMMJE-WXMXURGXSA-N	n.a.	n.a.	5283168	1	0	0	No
NPC96300	FMAYURSQJUIBGV-IIJUYMKOSA-N	n.a.	n.a.	101633900	30	0	0	No
NPC96301	QOPUSVUZHPIYER-VGGPVXIDSA-N	n.a.	n.a.	101676234	1	0	0	No
NPC96308	PIAAJFVSOYDPBR-VAVGOPECSA-N	n.a.	CHEMBL1926828	56926936	1	2	2	No
NPC96309	TZQLZVPXUSLRLJ-UGIHDAQCSA-N	n.a.	n.a.	122198193	1	0	0	No
NPC96312	OKIKYYZNNZCZRX-ZDABEBAYSA-N	n.a.	CHEMBL1650039	n.a.	4	69	69	No
NPC96314	ZWZOJVXHAOTSDM-FTNBBQJZSA-N	n.a.	n.a.	101450210	7	0	0	No
NPC96319	Androstenediol	(3S,8R,9S,10R,13S,14S,17S)-10,13-dimethyl-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthrene-3,17-diol	CHEMBL440283	10634	2	14	58	No
NPC96321	Voacangine	n.a.	CHEMBL182120	73255	4	13	30	No
NPC96322	Liguhodgcins B	methyl (2R,3R,5R,6R)-2,5,6-trimethyl-8-oxo-1,7-dioxaspiro[2.5]octane-6-carboxylate	CHEMBL2062983	60154790	1	3	3	No
NPC96325	FVUDRZSBJPQJBX-UHFFFAOYSA-N	n.a.	n.a.	29161	1	0	0	No
NPC96328	GDNOZPZFNGELHS-YWLZNFDXSA-N	n.a.	n.a.	n.a.	10	0	0	No
NPC96333	Epinodosin	n.a.	CHEMBL1081333	9975896	21	7	9	No
NPC96337	BHIKXWJMZCALEK-UHFFFAOYSA-N	n.a.	n.a.	525329	13	0	0	No
NPC96338	SRTGQBIWSBCVSM-RXWDRLOESA-N	n.a.	n.a.	20841762	21	0	0	No
NPC9634	MPPSSZWVJZPPHO-LGWYJBSXSA-N	n.a.	n.a.	15548729	54	0	0	No
NPC96342	Stemofuran E	2-(3-hydroxy-5-methoxy-2,4-dimethylphenyl)-1-benzofuran-4-ol	CHEMBL449756	641367	8	10	25	No
NPC96343	LVABJUZWHKWSAZ-HXSHBLSLSA-N	n.a.	n.a.	n.a.	7	0	0	No
NPC9635	Nagelamide B	N-[(E)-3-[2-amino-5-[(1S,2S)-1-(2-amino-1H-imidazol-5-yl)-3-[(4,5-dibromo-1H-pyrrole-2-carbonyl)amino]-2-hydroxypropyl]-1H-imidazol-4-yl]prop-2-enyl]-4,5-dibromo-1H-pyrrole-2-carboxamide	CHEMBL1162468	11193636	1	4	4	No
NPC96354	FKLRDBRYPIFFIT-QWUSXAAJSA-N	n.a.	n.a.	11968712	3	0	0	No
NPC96359	AFCHCPCDNUGZTB-SDAKGLNRSA-N	n.a.	n.a.	n.a.	11	0	0	No
NPC9636	BGMKUBZMMGXFAE-LAUBAEHRSA-N	n.a.	n.a.	44257106	1	2	3	No
NPC96361	PAVAQJZGEQAHRR-WLGWOQRQSA-N	n.a.	n.a.	n.a.	29	0	0	No
NPC96362	(1S,5S,7R,9R,10S,11R,13R)-1,7,11-Trihydroxypimara-8(14),15-Diene	(4S,4aS,4bS,5R,7R,9R,10aS)-7-ethenyl-1,1,4a,7-tetramethyl-3,4,4b,5,6,9,10,10a-octahydro-2H-phenanthrene-4,5,9-triol	CHEMBL505850	11573313	1	2	2	No
NPC96363	JDFUVCMEHULMNF-JJOBGSGZSA-N	n.a.	n.a.	101378052	1	0	0	No
NPC96377	Paraminabeolide C	[(8R,9S,10R,13R,14S,17R)-17-[(1S,2S)-1-[(2R,3R,4R)-3,4-dimethyl-5-oxooxolan-2-yl]-1-hydroxypropan-2-yl]-10-methyl-3-oxo-6,7,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthren-13-yl]methyl acetate	CHEMBL1782224	53355241	1	1	1	No
NPC96388	BEEKFGLUGMQFSX-RCCFBDPRSA-N	n.a.	n.a.	11174423	18	0	0	No
NPC96389	DQDTUCJCIHGIOL-GGZYPZFNSA-N	n.a.	n.a.	11615080	7	0	0	No
NPC9639	5-Methyl-1H-Imidazole	5-methyl-1H-imidazole	CHEMBL1230309	13195	50	7	8	No
NPC96390	IAIIJNHQMKXPHL-LBGABZRJSA-N	n.a.	n.a.	6325050	2	0	0	No
NPC96399	NRJFYYSNYKMATB-LQSBQDLSSA-N	n.a.	CHEMBL1270551	49831713	2	4	4	No
NPC96401	MUYQNDWZUCOTJV-ZACRQLKHSA-N	n.a.	n.a.	44575582	2	0	0	No
NPC96403	DYUUPIKEWLHQGQ-FJOIUHRLSA-N	n.a.	n.a.	5281244	59	0	0	Yes
NPC96405	Coptisine Chloride	n.a.	CHEMBL498722	72321	5	68	85	No
NPC96406	11-(Benzo[D][1,3]Dioxol-5-Yl)-1-(Pyrrolidin-1-Yl)Undeca-2,10-Dien-1-One	(2E,10E)-11-(1,3-benzodioxol-5-yl)-1-pyrrolidin-1-ylundeca-2,10-dien-1-one	CHEMBL3338736	10760681	1	9	9	No
NPC96408	Kuwanon E	2-[5-[(2E)-3,7-dimethylocta-2,6-dienyl]-2,4-dihydroxyphenyl]-5,7-dihydroxy-2,3-dihydrochromen-4-one	CHEMBL1096939	10342292	2	9	10	No
NPC96411	DHFGSUNKOXDUNF-WZXOHKDHSA-N	n.a.	n.a.	15226908	2	0	0	No
NPC96414	Pectinolide B	[(2S,3S)-2-[(Z,3S)-3-hydroxyhept-1-enyl]-6-oxo-2,3-dihydropyran-3-yl] acetate	CHEMBL482600	10400831	2	16	21	No
NPC96420	USLXSBTYECTZSS-FHMFKQMJSA-N	n.a.	n.a.	54750787	3	0	0	No
NPC96421	Eucapsitrione	n.a.	CHEMBL1215999	46919489	1	2	3	No
NPC96423	5-Hydroxy-3S-Hydroxymethyl-6-Methyl-2,3-Dihydrobenzofuran	(3S)-3-(hydroxymethyl)-6-methyl-2,3-dihydro-1-benzofuran-5-ol	CHEMBL1079035	44253995	1	2	2	No
NPC96425	Gymnastatin R	(2E,4E,6R)-N-[(1R,5R,6S,7S)-3,5-dichloro-1,6-dihydroxy-4-oxo-7-bicyclo[3.3.1]non-2-enyl]-4,6-dimethyldodeca-2,4-dienamide	CHEMBL255896	24854449	1	1	1	No
NPC96428	IKGXIBQEEMLURG-MQYJNRGKSA-N	n.a.	n.a.	n.a.	30	0	0	No
NPC96435	JTZAUNVKXSNBLA-PMVKSAAHSA-N	n.a.	n.a.	46217849	1	0	0	No
NPC96439	MXUVULSNGAUYDB-WSDLNYQXSA-N	n.a.	n.a.	639645	1	0	0	No
NPC96441	YQYHCJZVJNOGBP-OWOJBTEDSA-N	n.a.	n.a.	24977677	4	0	0	No
NPC96443	CJCDIECVGAPJFT-BJEYKFBUSA-N	n.a.	CHEMBL480303	16085332	1	1	1	No
NPC96447	Inflatin B	n.a.	CHEMBL1824861	53493986	1	6	9	No
NPC96450	JWEAJQTXONIOSM-QDPKHKLCSA-N	n.a.	n.a.	n.a.	11	0	0	No
NPC96468	YUWBVDCNLWYPIU-IPELMVKDSA-N	n.a.	n.a.	442220	3	0	0	No
NPC9647	YOOPHLDCWPOWDX-QGBDZYONSA-N	n.a.	n.a.	n.a.	4	0	0	No
NPC96471	QMZKBAQNFAMESG-GBMAXXPESA-N	n.a.	n.a.	3032412	16	0	0	No
NPC96484	(1S,4R,4As,6R)-4,4A-Dimethyl-6-Prop-1-En-2-Yl-2,3,4,5,6,7-Hexahydro-1H-Naphthalen-1-Ol	(1S,4R,4aS,6R)-4,4a-dimethyl-6-prop-1-en-2-yl-2,3,4,5,6,7-hexahydro-1H-naphthalen-1-ol	CHEMBL489541	44576208	50	2	8	No
NPC96493	VBNCFORRCHBVEU-UHFFFAOYSA-N	n.a.	n.a.	60158906	1	0	0	No
NPC96496	Xanthocerasic Acid	(2S)-2-[(4S,5R,9R,10R,13S,14S,17S)-4-(hydroxymethyl)-4,10,13,14-tetramethyl-3-oxo-1,2,5,6,9,11,12,15,16,17-decahydrocyclopenta[a]phenanthren-17-yl]-6-methylhept-5-enoic acid	CHEMBL516768	10695717	1	1	2	No
NPC96497	GJZRJQAXSVMSAB-DULMUWHDSA-N	n.a.	n.a.	23625544	1	0	0	No
NPC96500	LZLSTORCTUAAEH-LXOKAJLYSA-N	n.a.	n.a.	641794	1	0	0	No
NPC96501	(S)-3-Ethyl-7-Hydroxy-5,6-Dimethoxyphthalide	(3S)-3-ethyl-7-hydroxy-5,6-dimethoxy-3H-2-benzofuran-1-one	CHEMBL408147	25135573	5	1	2	No
NPC96504	IPKOQYBFWVEKCT-FEHXLYNISA-N	n.a.	n.a.	n.a.	3	0	0	No
NPC96507	OPATZCPIXWDKQN-SBNNOXCCSA-N	n.a.	n.a.	n.a.	4	0	0	No
NPC9651	OZBFUQLOVFXDNK-HBNTYKKESA-N	n.a.	n.a.	6427494	1	0	0	No
NPC96510	YEHIUWVXPQQDMC-HRDYMLBCSA-N	n.a.	n.a.	10537232	1	0	0	No
NPC96511	AYRFSQCHVFOISZ-NUUNWFIMSA-N	n.a.	n.a.	102047222	18	0	0	No
NPC96512	CJQSZUKWLCZYSN-JOEYNQSLSA-N	n.a.	n.a.	10510658	5	0	0	No
NPC96517	NORWQBJNLSRTQB-FPTILBKPSA-N	n.a.	n.a.	n.a.	1	0	0	No
NPC96523	SVEYPRYTAMDPCZ-UHFFFAOYSA-N	n.a.	n.a.	n.a.	6	0	0	No
NPC96532	YQHKFGNMJPMUDY-UHFFFAOYSA-N	n.a.	n.a.	23453619	3	0	0	No
NPC96541	Lactarolide A	(5S,5aS,8aR,9S)-1,5,9-trihydroxy-5,7,7-trimethyl-4,5a,6,8,8a,9-hexahydro-1H-azuleno[5,6-c]furan-3-one	CHEMBL1224064	46934149	2	4	4	No
NPC96547	ZDNBQBRCMOVBQP-RBLKCTMESA-N	n.a.	n.a.	21575986	1	0	0	No
NPC96551	Buddledin D	(1R,4Z,9S)-4,11,11-trimethyl-8-methylidenebicyclo[7.2.0]undec-4-en-3-one	CHEMBL464833	5352041	1	3	3	No
NPC96553	KCKHQFLIKNFJMG-NSCUHMNNSA-N	n.a.	n.a.	10246758	27	0	0	No
NPC96558	WGZDJEKNKUBPEX-CTXFORJVSA-N	n.a.	n.a.	n.a.	21	0	0	No
NPC96565	Kuwanon C	2-(2,4-dihydroxyphenyl)-5,7-dihydroxy-3,8-bis(3-methylbut-2-enyl)chromen-4-one	CHEMBL518543	5481958	9	11	22	No
NPC96566	WDUKPMSWWVPFRK-UHFFFAOYSA-N	n.a.	n.a.	24795708	3	0	0	No
NPC96572	NKTLGMPGRFCLNF-UHFFFAOYSA-N	n.a.	n.a.	509268	21	0	0	No
NPC96576	(2R,3S,4S,2'r,3'r)-2,2'-Bis-(3,4,5-Trihydroxy-Phenyl)-3,4,3',4'-Tetrahydro-2H,2'h-[4,8']Bichromenyl-3,5,7,3',5',7'-Hexaol	(2R,3R)-2-(3,4,5-trihydroxyphenyl)-8-[(2R,3S,4S)-3,5,7-trihydroxy-2-(3,4,5-trihydroxyphenyl)-3,4-dihydro-2H-chromen-4-yl]-3,4-dihydro-2H-chromene-3,5,7-triol	CHEMBL349509	442682	29	3	3	No
NPC96578	AHOFVTNVINYGSD-KFYMEPQCSA-N	n.a.	n.a.	10555115	2	0	0	No
NPC96580	GZTXRAOZNVKIDQ-ZOGWWOATSA-N	n.a.	n.a.	n.a.	1	3	3	No
NPC96582	HABNNYNSJFKZFE-UHFFFAOYSA-N	n.a.	n.a.	6430888	1	0	0	No
NPC96584	JDQUPOMQSBZZHW-NDEPHWFRSA-N	n.a.	CHEMBL502592	44559030	1	3	5	No
NPC96585	QRRHSLGZWSABSR-LATNOTPNSA-N	n.a.	n.a.	13918474	1	1	1	No
NPC96587	WHGUOFBWWVTRGI-ZGQVBVAJSA-N	n.a.	n.a.	101927637	5	0	0	No
NPC96590	FGCNBHJIMQXNDU-QYVUMVHSSA-N	n.a.	n.a.	n.a.	14	0	0	No
NPC96593	Neocleistantoxin	n.a.	CHEMBL2146937	71461796	1	1	1	No
NPC96597	(13R)-Labda-7,14-Diene 13-O-Beta-D-(3'-O-Acetyl)Fucopyranoside	[(2S,3R,4S,5S,6R)-2-[(3R)-5-[(1S,4aS,8aS)-2,5,5,8a-tetramethyl-1,4,4a,6,7,8-hexahydronaphthalen-1-yl]-3-methylpent-1-en-3-yl]oxy-3,5-dihydroxy-6-methyloxan-4-yl] acetate	CHEMBL463564	11712695	1	5	5	No
NPC96598	YWPUDSYPVZVGNW-MFSWDVQPSA-N	n.a.	n.a.	101690780	1	0	0	No
NPC96599	Arbortristoside C	methyl (1S,4aS,5S,6R,7R,7aR)-5-hydroxy-6-[(E)-3-(4-hydroxyphenyl)prop-2-enoyl]oxy-7-methyl-1-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-1,4a,5,6,7,7a-hexahydrocyclopenta[c]pyran-4-carboxylate	CHEMBL505478	23955893	1	3	19	No
NPC96603	Laurifoline	(6aS)-2,10-dimethoxy-6,6-dimethyl-5,6,6a,7-tetrahydro-4H-dibenzo[de,g]quinoline-6-ium-1,9-diol	CHEMBL235429	12305611	46	2	3	No
NPC96604	YCOKATFNRPZIIU-WYKWTITISA-N	n.a.	n.a.	95223073	8	0	0	No
NPC96605	Stenopalustroside A	[(2R,3R,4S,5R,6S)-6-[5,7-dihydroxy-2-(4-hydroxyphenyl)-4-oxochromen-3-yl]oxy-3,5-dihydroxy-4-[(Z)-3-(4-hydroxyphenyl)prop-2-enoyl]oxyoxan-2-yl]methyl (Z)-3-(4-hydroxyphenyl)prop-2-enoate	CHEMBL452961	10628812	1	4	4	No
NPC9661	CFPJAFNVQKSAMP-KAYWLYCHSA-N	n.a.	n.a.	n.a.	10	0	0	No
NPC96610	LFTYTUAZOPRMMI-NESSUJCYSA-N	n.a.	n.a.	23700	1	0	0	No
NPC96613	XYAFXNZYAGVVKV-PELKAZGASA-N	n.a.	n.a.	11367742	51	0	0	No
NPC96619	2-Methylbuta-1,3-Diene	2-methylbuta-1,3-diene	CHEMBL1566132	6557	3	6	21	No
NPC96621	Microclavatin	n.a.	CHEMBL513708	11415826	3	2	2	No
NPC96624	SZJYIPBMAVTAPS-UHFFFAOYSA-N	n.a.	n.a.	494439	2	0	0	No
NPC96625	Dihydro-5,6-Dehydrokawain	4-methoxy-6-(2-phenylethyl)pyran-2-one	CHEMBL1946699	160673	50	11	13	No
NPC96629	PBUONONRMDRRLQ-ZIAGYGMSSA-N	n.a.	n.a.	10384109	1	1	1	No
NPC96630	DTGKSKDOIYIVQL-OFQRNFBNSA-N	n.a.	n.a.	12242824	68	0	0	No
NPC96641	Perennisoside I	[(2S,3R,4S,5R,6R)-6-(acetyloxymethyl)-5-hydroxy-4-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxyoxan-2-yl] (4aS,6aR,6aS,6bR,8aR,9R,10R,11S,12aR,14bS)-9-(acetyloxymethyl)-10,11-dihydroxy-2,2,6a,6b,9,12a-hexamethyl-1,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-4a-carboxylate	CHEMBL449236	24879335	1	1	9	No
NPC96655	MLOMRDQPPYHSAX-QSDFBURQSA-N	n.a.	n.a.	21633144	36	0	0	No
NPC9666	TXPZOUVETLGUPE-VNMUTAEKSA-N	n.a.	n.a.	n.a.	42	0	0	No
NPC96663	Trans-Phytyl Acetate	[(E,7R,11R)-3,7,11,15-tetramethylhexadec-2-enyl] acetate	CHEMBL3356397	637195	1	8	8	No
NPC96670	CGUDFRXQBUIDAP-UHFFFAOYSA-N	n.a.	n.a.	44258732	21	0	0	No
NPC96672	JWKYMEXKCNMICC-SEWBAHNZSA-N	n.a.	n.a.	10848304	1	0	0	No
NPC96675	CYJWWQALTIKOAG-FLORRLIPSA-N	n.a.	n.a.	21594228	2	0	0	No
NPC96681	RDYUUUNZMHSHKP-SAZLYLDSSA-N	n.a.	n.a.	71540648	1	10	30	No
NPC96692	Marianin B	1-[2-hydroxy-6-methyl-4-(3-methylbut-2-enoxy)phenyl]-3,3-dimethylpent-4-en-1-one	CHEMBL1783111	53262702	1	3	3	No
NPC96693	YDJYRDOKNBKUDY-NIZSJLHKSA-N	n.a.	n.a.	44254520	1	1	1	No
NPC96699	OHMWGMHIZWOKHV-USACIQFYSA-N	n.a.	n.a.	21592256	1	0	0	No
NPC96700	MEKWGZJWKCYLQM-JPUWCAHSSA-N	n.a.	n.a.	101942895	26	0	0	No
NPC96709	SYHMKLURAMOAEN-FMQUCBEESA-N	n.a.	n.a.	14389738	1	0	0	No
NPC96710	GIUSYZFFMYWEAY-INIZCTEOSA-N	n.a.	n.a.	10044587	1	0	0	No
NPC96714	QJXKKRHELODLFT-HSACWFNSSA-N	n.a.	n.a.	10363766	5	0	0	No
NPC96719	Machaeriol A	(6aS,9S,10aS)-6,6,9-trimethyl-3-[(E)-2-phenylethenyl]-6a,7,8,9,10,10a-hexahydrobenzo[c]chromen-1-ol	CHEMBL494422	10089121	1	5	9	No
