np_id	pref_name	iupac_name	chembl_id	pubchem_cid	num_of_organism	num_of_target	num_of_activity	if_has_Quantity
NPC146471	VUZLGISBPIEZOX-PWKHVMOTSA-N	n.a.	n.a.	n.a.	2	0	0	No
NPC146472	PINCERXQILXQIT-UHFFFAOYSA-N	n.a.	n.a.	71388550	1	3	3	No
NPC146479	PVTQSROCPUXIGT-SAOYRWCPSA-N	n.a.	n.a.	n.a.	9	0	0	No
NPC146480	YNBYFOIDLBTOMW-GAUCUVGKSA-N	n.a.	n.a.	11968558	1	0	0	No
NPC146493	RDKANLLZYLEUHR-UMLCDBMNSA-N	n.a.	n.a.	5315715	1	0	0	No
NPC146496	SVKJOAMMICUBIY-XUOIALRLSA-N	n.a.	n.a.	14734739	8	0	0	No
NPC14650	Sarcotin H	(5Z)-5-[(Z,2R)-9-[(5S)-5-(furan-3-ylmethyl)-5-methoxy-2-oxofuran-3-yl]-2,6-dimethylnon-5-enylidene]-4-hydroxy-3-methylfuran-2-one	CHEMBL484051	54704222	1	5	5	No
NPC146504	ANEICJWUPVGZBQ-HEBVJZCOSA-N	n.a.	n.a.	16061214	10	0	0	No
NPC14651	Caerulomycin A	n.a.	CHEMBL1823037	n.a.	1	7	7	No
NPC146511	QEOHJVNDENHRCH-VQCYPWCPSA-N	n.a.	n.a.	15241420	13	0	0	No
NPC146512	VRSRXLJTYQVOHC-ILRUXTBWSA-N	n.a.	n.a.	9864127	1	0	0	No
NPC146513	YJVMDLQSCPBESM-ZWVUMCSJSA-N	n.a.	n.a.	11134256	1	0	0	No
NPC146522	XNMPFDIYAMOYRM-UHFFFAOYSA-N	n.a.	n.a.	176983	45	0	0	Yes
NPC146524	HMGCTPMQYVGXSC-SNAWJCMRSA-N	n.a.	n.a.	6443783	3	1	3	No
NPC146527	DRIPWQOGMJYOPU-UHFFFAOYSA-N	n.a.	n.a.	101666683	1	0	0	No
NPC146529	QSPOERJDZBVCJH-SWIBUUNESA-N	n.a.	n.a.	n.a.	3	0	0	No
NPC146535	QPSYZJDGMPQMSV-UHFFFAOYSA-N	n.a.	n.a.	14440539	1	0	0	No
NPC146536	PKYZXILKVBMCRQ-DSQLMUDDSA-N	n.a.	n.a.	101211851	7	0	0	No
NPC146540	Melilotoside	(E)-3-[2-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyphenyl]prop-2-enoic acid	CHEMBL374212	5280759	13	9	11	No
NPC146542	KGXGGTSECNVCSW-LAJNKCICSA-N	n.a.	n.a.	n.a.	17	0	0	No
NPC146543	WTAYWTBOEQYGOG-QPJJXVBHSA-N	n.a.	n.a.	448996	1	0	0	No
NPC146550	RAMYMBNTEMMDSX-HVLUUXOCSA-N	n.a.	n.a.	n.a.	44	0	0	No
NPC146551	Corticatic Acid E	(4Z,17Z,20Z,27E,29R)-29-hydroxyhentriaconta-4,17,20,27-tetraen-2,30-diynoic acid	CHEMBL484446	6478040	1	1	1	No
NPC146554	Rosacea Acid B	(E,6R)-6-[(3R,8R,9R,10S,13R,14S,17R)-3-hydroxy-4,4,9,13,14-pentamethyl-2,3,7,8,10,11,12,15,16,17-decahydro-1H-cyclopenta[a]phenanthren-17-yl]-2-methylhept-2-enoic acid	CHEMBL487001	44559230	2	2	4	No
NPC146555	YEXHSSJAIYSMOW-BQYQJAHWSA-N	n.a.	n.a.	5319057	1	0	0	No
NPC146559	IYCXEUJWEYAKOG-MCKFQWRYSA-N	n.a.	n.a.	n.a.	8	0	0	No
NPC146561	NUCLJNSWZCHRKL-UHFFFAOYSA-M	n.a.	n.a.	5287444	3	0	0	No
NPC146562	IZOQNJDUSBFHLG-JFCLYLFASA-N	n.a.	n.a.	n.a.	1	0	0	No
NPC146563	Acankoreoside A	(1R,3aS,5aR,5bR,7aR,8S,9R,11aR,11bR,13aR,13bR)-3a-[(2S,3R,4S,5S,6R)-6-[[(2R,3R,4R,5S,6R)-3,4-dihydroxy-6-(hydroxymethyl)-5-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxyoxan-2-yl]oxymethyl]-3,4,5-trihydroxyoxan-2-yl]oxycarbonyl-9-hydroxy-5a,5b,8,11a-tetramethyl-1-prop-1-en-2-yl-1,2,3,4,5,6,7,7a,9,10,11,11b,12,13,13a,13b-hexadecahydrocyclopenta[a]chrysene-8-carboxylic acid	CHEMBL1269324	10795959	20	2	7	No
NPC146566	MPSLOJNTSSQWHP-NKSQJKDXSA-N	n.a.	n.a.	101794216	19	0	0	No
NPC146570	YIZFTMPJTQVPGK-KNVDJFKXSA-N	n.a.	n.a.	11166854	1	0	0	No
NPC146578	MYCOIXOUZMKBTK-FPCJEFPRSA-N	n.a.	n.a.	21674166	1	0	0	No
NPC146579	HTAGIZQYGRLQQX-AUUYWEPGSA-N	n.a.	n.a.	5462433	2	0	0	No
NPC146580	OTTZHAVKAVGASB-HWKANZROSA-N	n.a.	n.a.	639662	2	0	0	No
NPC146583	[(1R)-1-[(5Z)-4-Bromo-5-(Iodomethylidene)-2-Oxofuran-3-Yl]Butyl] Acetate	[(1R)-1-[(5Z)-4-bromo-5-(iodomethylidene)-2-oxofuran-3-yl]butyl] acetate	CHEMBL496439	21729104	1	8	14	No
NPC146584	12,16-Epoxy-6,11,14,15-Tetrahydroxy-17(15->16)-Abeo-5,8,11,13-Abietatetraen-7-One	(8R,9S,11bR)-5,7,8,11-tetrahydroxy-4,4,9,11b-tetramethyl-2,3,8,9-tetrahydro-1H-naphtho[2,1-f][1]benzofuran-6-one	CHEMBL1287879	52943627	1	2	2	No
NPC146589	JSCXVSJJZJIGJC-WTDIUWLJSA-N	n.a.	n.a.	70698100	1	0	0	No
NPC146590	GAIVGINVGXHEIA-AHCAUQRBSA-N	n.a.	n.a.	n.a.	10	0	0	No
NPC146591	VYIRVAXUEZSDNC-JZOCFKRCSA-N	n.a.	n.a.	25243952	9	0	0	No
NPC146610	KZABVHBACHSSNR-CXTNEJHOSA-N	n.a.	n.a.	102305888	1	0	0	No
NPC146614	CJUFYKORDZSOLF-UHFFFAOYSA-N	n.a.	n.a.	5318057	3	0	0	No
NPC146615	Bauhinoxepin H	7-hydroxy-3-methoxy-2-methyl-5,6-dihydrobenzo[b][1]benzoxepine-1,4-dione	CHEMBL389849	16680046	14	7	7	No
NPC14662	Kielcorin	(2S,3S)-3-(4-hydroxy-3-methoxyphenyl)-2-(hydroxymethyl)-5-methoxy-2,3-dihydro-[1,4]dioxino[2,3-c]xanthen-7-one	CHEMBL3813904	23242592	2	2	6	No
NPC146628	OGDVEMNWJVYAJL-JELDOXETSA-N	n.a.	n.a.	6449	1	0	0	No
NPC146629	ZKMRZIYTCZLEAV-VVJIWJAZSA-N	n.a.	n.a.	10079039	1	2	5	No
NPC146631	FBPFZTCFMRRESA-FBXFSONDSA-N	n.a.	n.a.	120700	8	0	0	No
NPC146636	Sophonorol C	(3S)-3,5-dihydroxy-3-(5-methoxy-2,2-dimethyl-3,4-dihydrochromen-6-yl)-8,8-dimethyl-9,10-dihydro-2H-pyrano[2,3-h]chromen-4-one	CHEMBL557703	44233680	1	1	1	No
NPC146637	GYPPDNDDXCBVDJ-UHFFFAOYSA-N	n.a.	n.a.	9970905	1	11	11	No
NPC14664	XSJNECBNDGFAMJ-MDFBWFCASA-N	n.a.	n.a.	n.a.	3	0	0	No
NPC146642	3-Methyl-1-(2,4,6-Trihydroxyphenyl)Butan-1-One	3-methyl-1-(2,4,6-trihydroxyphenyl)butan-1-one	CHEMBL19948	441269	23	3	6	No
NPC146647	Diospyrin	5-hydroxy-6-(5-hydroxy-7-methyl-1,4-dioxonaphthalen-2-yl)-7-methylnaphthalene-1,4-dione	CHEMBL242550	308140	6	15	38	No
NPC14665	YFBQOFTUFLWOHF-BCPBNBAZSA-N	n.a.	n.a.	102239749	50	0	0	No
NPC146652	Yesanchinoside J	[(2R,3S,4S,5R,6R)-6-[[(3S,7S,8R,9R,10R,12R,13R,14R,17S)-7,12-dihydroxy-4,4,8,10,14-pentamethyl-17-[(2S)-6-methyl-2-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-[[(2S,3R,4S,5R)-3,4,5-trihydroxyoxan-2-yl]oxymethyl]oxan-2-yl]oxyhept-5-en-2-yl]-2,3,7,9,11,12,13,15,16,17-decahydro-1H-cyclopenta[a]phenanthren-3-yl]oxy]-3,4-dihydroxy-5-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-2-yl]methyl acetate	CHEMBL503717	44592855	2	1	1	No
NPC146657	JJFSSTSAIZSCOF-HSAPRAMBSA-N	n.a.	n.a.	12112097	29	0	0	No
NPC146667	MUZGQHWTRUVFLG-SREVYHEPSA-N	n.a.	n.a.	5363527	6	0	0	No
NPC146673	WVMUFKGZUAMWJW-ZMSDIMECSA-N	n.a.	CHEMBL480077	11265857	1	1	2	No
NPC146679	Kumatakenin	5-hydroxy-2-(4-hydroxyphenyl)-3,7-dimethoxychromen-4-one	CHEMBL349724	5318869	98	15	26	No
NPC14668	WUSPNVLGDGOZEV-VXNVDRBHSA-N	n.a.	n.a.	10975947	1	1	1	No
NPC146680	QJSWSNAZIVGTFZ-UNSJDTSZSA-N	n.a.	n.a.	10364495	11	0	0	No
NPC146681	NPRBNFQTTPCYHZ-AUEFULJSSA-N	n.a.	n.a.	n.a.	14	0	0	No
NPC146682	IJALWSVNUBBQRA-UHFFFAOYSA-N	n.a.	n.a.	18597	5	0	0	No
NPC146683	Tenuifolin A	n.a.	CHEMBL2334474	71577509	1	6	6	No
NPC146689	BPUKWANBFFNAJE-LPWRLLHZSA-N	n.a.	n.a.	n.a.	50	0	0	No
NPC146694	MGVKXKSMRFXMCF-SOFOFLLRSA-N	n.a.	n.a.	n.a.	50	0	0	No
NPC146696	PSYSMHVCBGMCIW-FBHGCBBZSA-N	n.a.	n.a.	23584319	1	0	0	No
NPC146703	Benzamide	benzamide	CHEMBL267373	2331	5	33	62	No
NPC146713	PNNNRSAQSRJVSB-KVTDHHQDSA-N	n.a.	n.a.	5460029	14	0	0	No
NPC146715	SLGWGPQWJRVPAD-DQONOAIESA-N	n.a.	n.a.	n.a.	12	0	0	No
NPC146716	DHDRCZWDHAZLEI-FVINQWEUSA-N	n.a.	n.a.	15478793	6	0	0	No
NPC14672	Cyclo(D)-Pro-(D)-Phe	(3R,8aR)-3-benzyl-2,3,6,7,8,8a-hexahydropyrrolo[1,2-a]pyrazine-1,4-dione	CHEMBL462452	6992199	2	1	1	No
NPC146724	7-Hydroxy-1-Oxo-2H-Isoquinoline-5-Carboxylic Acid	7-hydroxy-1-oxo-2H-isoquinoline-5-carboxylic acid	CHEMBL473873	24896934	1	1	1	No
NPC146726	MKRVHEXNGFBKJC-CXGOSFSJSA-N	n.a.	n.a.	n.a.	8	0	0	No
NPC146727	MDMNBGISPKQWRE-KNEKMNIZSA-N	n.a.	n.a.	10925744	1	0	0	No
NPC146728	SGNBVLSWZMBQTH-VFHDLKEOSA-N	n.a.	n.a.	n.a.	47	0	0	No
NPC146729	PACGEOWZLGJTSP-UHFFFAOYSA-N	n.a.	n.a.	5320451	1	0	0	No
NPC146731	Cinnamosmolide	[(5R,5aS,9aS,9bS)-9b-hydroxy-6,6,9a-trimethyl-3-oxo-1,5,5a,7,8,9-hexahydrobenzo[e][2]benzofuran-5-yl] acetate	CHEMBL402739	12303262	3	9	11	No
NPC146749	FKODDFZWQVWOAW-ZTXCPMSCSA-N	n.a.	n.a.	11968351	1	0	0	No
NPC146753	WBQVRPYEEYUEBQ-OJVDLISWSA-N	n.a.	n.a.	14891565	5	0	0	No
NPC146769	SHYSVHSGJVNSLX-UHFFFAOYSA-N	n.a.	n.a.	16174339	2	0	0	No
NPC146785	VHUINYRVPRWTFR-GZTJUZNOSA-N	n.a.	n.a.	n.a.	8	0	0	No
NPC146786	Bufarenogin	5-[(3S,5R,8R,9S,10S,12S,13S,14S,17R)-3,12,14-trihydroxy-10,13-dimethyl-11-oxo-2,3,4,5,6,7,8,9,12,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-17-yl]pyran-2-one	CHEMBL2385665	167607	25	6	8	No
NPC146787	OCEDEAQHBIGPTE-AOJBDTRXSA-N	n.a.	n.a.	n.a.	12	0	0	No
NPC146789	QNXZXQFMPYBZPW-QSPXFUDCSA-N	n.a.	n.a.	10923947	1	5	5	No
NPC146791	WENNXORDXYGDTP-LTTAEMHKSA-N	n.a.	n.a.	13943288	2	0	0	No
NPC146792	5,6-Dihydroxy-2-(4-Hydroxyphenyl)-7-[(2S,3R,4S,5S,6R)-3,4,5-Trihydroxy-6-(Hydroxymethyl)Oxan-2-Yl]Oxychromen-4-One	5,6-dihydroxy-2-(4-hydroxyphenyl)-7-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-4-one	CHEMBL2312739	5320623	48	4	8	No
NPC146795	KGCIBVDLLPYXFL-OFVWMMNVSA-N	n.a.	n.a.	16128040	50	0	0	No
NPC146798	5-[10'(Z)-Heptadecenyljresorcinol	5-[(Z)-heptadec-10-enyl]benzene-1,3-diol	CHEMBL476083	44575480	1	1	1	No
NPC146803	Gluco-Chrysoobtusin	1,2,3,8-tetramethoxy-6-methyl-7-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyanthracene-9,10-dione	CHEMBL465439	442730	4	2	4	No
NPC146805	BNZXFSHEOMCLJC-QYQSRNFXSA-N	n.a.	n.a.	9872883	9	0	0	No
NPC146811	Macrolactin A	(3Z,5E,8S,9E,11Z,14S,16R,17E,19E,24R)-8,14,16-trihydroxy-24-methyl-1-oxacyclotetracosa-3,5,9,11,17,19-hexaen-2-one	CHEMBL491349	10949443	2	5	7	No
NPC146812	UHVBRCIVSWGHOZ-PJRJQLEYSA-N	n.a.	n.a.	101514270	14	0	0	No
NPC14682	DTGKSKDOIYIVQL-HKJUDDBKSA-N	n.a.	n.a.	6850744	77	0	0	No
NPC146822	Colossolactone Vi	(Z,5R,6S)-6-[(3R,3aR,6R,7R,9bR)-6-(acetyloxymethyl)-7-(2-hydroxypropan-2-yl)-6-(3-methoxy-3-oxopropyl)-3a,9b-dimethyl-1,2,3,4,7,8-hexahydrocyclopenta[a]naphthalen-3-yl]-5-acetyloxy-2-methylhept-2-enoic acid	CHEMBL446797	24898245	1	1	1	No
NPC146824	Alatusinine	n.a.	CHEMBL508998	44566643	2	4	7	No
NPC146828	YJQCOFNZVFGCAF-WPTOCQRYSA-N	n.a.	n.a.	16220051	6	0	0	No
NPC146837	Chrysophanein	8-hydroxy-3-methyl-1-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyanthracene-9,10-dione	CHEMBL112709	6324923	60	6	7	No
NPC146844	YOVSPTNQHMDJAG-ILXRZTDVSA-N	n.a.	n.a.	12309816	15	0	0	No
NPC146848	ZMEIKTTXONUYNX-JOLHBQEQSA-N	n.a.	n.a.	11968785	4	0	0	No
NPC146850	4Alpha,5Alphah-Guai-9,7(11)-Dien-12,8-Olide-1Alpha,8Alpha-Diol	(3aR,5aS,8S,8aR)-3a,5a-dihydroxy-1,5,8-trimethyl-7,8,8a,9-tetrahydro-6H-azuleno[6,5-b]furan-2-one	CHEMBL1095578	46211181	1	1	1	No
NPC146851	KGWRAUIBLVGBPO-ZELSZZEMSA-N	n.a.	n.a.	n.a.	18	0	0	No
NPC146852	Bicycloalternarene B	(2S,5R)-5-hydroxy-2-[(E,2S,9R)-2,9,10-trihydroxy-6,10-dimethylundec-5-en-2-yl]-3,5,6,7-tetrahydro-2H-1-benzofuran-4-one	CHEMBL2431880	72704485	1	1	1	No
NPC146857	(3S,5S,8R,9S,10S,13R,14S,17R)-5,14-Dihydroxy-3-[(2R,4S,5R,6R)-4-Methoxy-6-Methyl-5-[(2S,3R,4S,5S,6R)-3,4,5-Trihydroxy-6-(Hydroxymethyl)Oxan-2-Yl]Oxyoxan-2-Yl]Oxy-13-Methyl-17-(5-Oxo-2H-Furan-3-Yl)-2,3,4,6,7,8,9,11,12,15,16,17-Dodecahydro-1H-Cyclopenta[A]Phenanthrene-10-Carbaldehyde	(3S,5S,8R,9S,10S,13R,14S,17R)-5,14-dihydroxy-3-[(2R,4S,5R,6R)-4-methoxy-6-methyl-5-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-2-yl]oxy-13-methyl-17-(5-oxo-2H-furan-3-yl)-2,3,4,6,7,8,9,11,12,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthrene-10-carbaldehyde	CHEMBL540506	20055294	4	59	59	No
NPC14686	Zyzzyanone C	N-[2-[5-(4-hydroxyphenyl)-1-methyl-4,8-dioxo-7H-pyrrolo[3,2-f]indol-3-yl]ethyl]-N-methylformamide	CHEMBL463286	11639449	1	1	1	No
NPC146860	MOOUTTNHZVNDBD-MUFXTJDOSA-N	n.a.	n.a.	n.a.	11	0	0	No
NPC146868	NTYAVUNEPXGZQJ-KXJMYDKTSA-N	n.a.	n.a.	101835367	1	1	2	No
NPC146872	Hypopurin A	n.a.	CHEMBL485667	11151602	1	1	1	No
NPC146880	QECHAIXWDZISOO-HUIAVROCSA-N	n.a.	n.a.	102502718	1	0	0	No
NPC146884	Conioxepinol A	methyl (4S,5R)-4,7-dihydroxy-9-methyl-6-oxo-4,5-dihydrooxepino[2,3-b]chromene-5-carboxylate	CHEMBL1098076	46832820	1	4	4	No
NPC146886	Trans-Octadecyl-3-(4-Hydroxy-3-Methoxyphenyl)Propenoate	octadecyl (E)-3-(4-hydroxy-3-methoxyphenyl)prop-2-enoate	CHEMBL1669148	5320256	8	4	5	No
NPC146888	ZAHCEBXQSWHLBS-YBMASWRGSA-N	n.a.	n.a.	5316404	1	0	0	No
NPC14689	HPZLKIGTAIFNRG-NVKDNOBMSA-N	n.a.	n.a.	15834666	1	0	0	No
NPC146893	VOKBZUGZXUGZLT-FPCVCCKLSA-N	n.a.	n.a.	n.a.	2	0	0	No
NPC146910	NKFFXNLIDWNGAG-DZOHQFGASA-N	n.a.	n.a.	44566549	1	56	58	No
NPC146919	CMPYQYNUFIZYQA-KZRJRQITSA-N	n.a.	n.a.	n.a.	2	0	0	No
NPC146927	JUGHBXNXYRNVCG-UHFFFAOYSA-N	n.a.	n.a.	471682	2	0	0	No
NPC146929	UJORQZOJHPJQER-OVAGAFHPSA-N	n.a.	n.a.	11115357	2	0	0	No
NPC146937	RLRGKMMFFVWPHT-NUYPAGBLSA-N	n.a.	CHEMBL331318	3008861	24	1	1	No
NPC146940	NFGDODJVCPJURD-UPJODJQPSA-M	n.a.	n.a.	n.a.	18	0	0	No
NPC146943	PGBNIHXXFQBCPU-YMAMQOFZSA-N	n.a.	n.a.	91746538	3	0	0	No
NPC146945	QQHDMRQEBBKJIQ-FYMUVSDDSA-N	n.a.	CHEMBL1081415	46878900	1	1	1	No
NPC146946	MECHNRXZTMCUDQ-DAZNFBTHSA-N	n.a.	n.a.	58855793	1	0	0	No
NPC146948	LWBDYAJQTBSCET-RUZDIDTESA-N	n.a.	n.a.	n.a.	17	0	0	No
NPC146953	YVLPJIGOMTXXLP-BHLJUDRVSA-N	n.a.	n.a.	9963391	55	0	0	No
NPC146957	XMFJYFXSIKDRHJ-GPRYIKETSA-N	n.a.	n.a.	101243302	1	0	0	No
NPC14697	Farnesiferol C	7-[(E)-3-methyl-5-[(1R,3R,4S)-2,2,4-trimethyl-7-oxabicyclo[2.2.1]heptan-3-yl]pent-2-enoxy]chromen-2-one	CHEMBL177697	15559239	1	2	3	No
NPC146972	YNVJOQCPHWKWSO-KBJUPQRZSA-N	n.a.	n.a.	101801696	60	0	0	No
NPC146973	FISMJUPMCGKNNX-PCGJYRBUSA-N	n.a.	n.a.	5315898	54	0	0	No
NPC146975	RFDAIACWWDREDC-JSLOLQEMSA-N	n.a.	n.a.	16212151	2	0	0	No
NPC146976	(6,7-Dimethoxyisoquinolin-1-Yl)-(3,4-Dimethoxyphenyl)Methanone	(6,7-dimethoxyisoquinolin-1-yl)-(3,4-dimethoxyphenyl)methanone	CHEMBL205040	96932	6	22	28	No
NPC146986	JFKRZDCXAMWXSG-VXNVDRBHSA-N	n.a.	n.a.	44584585	2	0	0	No
NPC146991	Fibleucinoside	n.a.	CHEMBL399973	44445725	1	2	13	No
NPC146992	Tricolorin A	n.a.	CHEMBL506601	10418553	2	23	79	No
NPC147000	Pseudoephedrine	(1S,2S)-2-(methylamino)-1-phenylpropan-1-ol	CHEMBL1590	7028	15	24	37	No
NPC147001	JLJZYIHYERFTEY-VMVDPQBSSA-N	n.a.	n.a.	n.a.	7	0	0	No
NPC147013	XYBPEASIVVIDSF-KMYKCRRWSA-N	n.a.	n.a.	n.a.	8	0	0	No
NPC147014	YTMHDLHJSOPRAY-OSDTVUBKSA-N	n.a.	n.a.	n.a.	33	0	0	No
NPC147015	FJISLLRXVSQIES-JOIIKWRGSA-N	n.a.	n.a.	101306702	1	1	4	No
NPC147020	JBZAZCSAEHBTBC-WBYCZGBQSA-O	n.a.	n.a.	n.a.	50	0	0	No
NPC147022	RIZOOQYPYGPBOC-UHFFFAOYSA-N	n.a.	n.a.	292983	2	0	0	No
NPC147028	PEYODCCEJQCEBL-UHFFFAOYSA-N	n.a.	n.a.	120521	1	0	0	No
NPC147030	5,10-Dimethoxy-2,2-Dimethylpyrano[3,2-G]Chromen-8-One	5,10-dimethoxy-2,2-dimethylpyrano[3,2-g]chromen-8-one	CHEMBL2334350	155148	6	6	6	No
NPC147032	Purgin I	n.a.	CHEMBL2336642	53355581	1	2	5	No
NPC147036	HPQKNJHVWUWAOR-JVZMEXGZSA-N	n.a.	n.a.	38347259	15	0	0	No
NPC14704	Polyphillin C	n.a.	CHEMBL395646	44429637	32	10	11	No
NPC147047	REUCSCMILGJJCP-SCPJPNRMSA-N	n.a.	n.a.	11634607	1	0	0	No
NPC147054	Heptyl Formate	heptyl formate	CHEMBL2270392	8169	1	1	2	No
NPC147062	M-Xylene	1,3-xylene	CHEMBL286727	7929	13	9	23	Yes
NPC147063	BREASIWVQKRBKT-CRNPMPHOSA-N	n.a.	n.a.	n.a.	15	0	0	No
NPC147066	3-Oxotirucalla-7,24-Dien-21-Oic Acid	(2S)-6-methyl-2-[(5R,9R,10R,13S,14S,17S)-4,4,10,13,14-pentamethyl-3-oxo-1,2,5,6,9,11,12,15,16,17-decahydrocyclopenta[a]phenanthren-17-yl]hept-5-enoic acid	CHEMBL481824	158100	2	1	2	No
NPC147085	TXSIFZZILWRCIY-VLUUFLOMSA-N	n.a.	n.a.	14020162	41	0	0	No
NPC147086	ARGKVCXINMKCAZ-SGHBVPQBSA-N	n.a.	n.a.	42608011	11	0	0	No
NPC14709	WPZXDFBXPYQMFK-UHFFFAOYSA-N	n.a.	n.a.	493305	2	0	0	No
NPC147091	TZTBAJFJEZRQCV-RLCCDNCMSA-N	n.a.	CHEMBL2087242	443683	13	6	6	No
NPC147092	LIBOJHYHDLWKKI-XFTVYCRLSA-N	n.a.	n.a.	16061209	50	0	0	No
NPC147096	Tridecan-1-Ol	tridecan-1-ol	CHEMBL24832	8207	9	9	24	No
NPC147100	FPZMKWNKHQRDMW-UNFPQQLUSA-N	n.a.	n.a.	102004674	2	0	0	No
NPC147106	AIAOQTBKFWFIJZ-DBXTYQKRSA-N	n.a.	n.a.	21576237	1	0	0	No
NPC147108	UWJUSKOAJYNKFW-PAZSNEKJSA-N	n.a.	n.a.	70697935	1	0	0	No
NPC14711	BHTBHJNGFQRAJI-XHDPSFHLSA-N	n.a.	n.a.	636642	1	0	0	No
NPC147113	SZSKOUUYIBMAJD-GLQYFDAESA-N	n.a.	n.a.	14038425	7	0	0	No
NPC147116	GEZHEQNLKAOMCA-YKALZJHMSA-N	n.a.	n.a.	102402041	18	0	0	No
NPC147124	OXGXGDBAVXKXSV-DGBKRFHHSA-N	n.a.	n.a.	21589705	48	0	0	No
NPC14713	QCJMSDVPFPJAHD-LODOXEDVSA-N	n.a.	n.a.	n.a.	8	0	0	No
NPC147137	Cadiolide B	(5Z)-3-(3,5-dibromo-4-hydroxybenzoyl)-4-(3,5-dibromo-4-hydroxyphenyl)-5-[(3,5-dibromo-4-hydroxyphenyl)methylidene]furan-2-one	CHEMBL2204154	11400288	2	15	28	No
NPC147145	(2S)-2,3-Dihydrotephroapollin C	(2S)-8-[(E)-3-hydroxy-3-methylbut-1-enyl]-7-methoxy-2-phenyl-2,3-dihydrochromen-4-one	CHEMBL2408952	52316190	1	2	3	No
NPC147150	JSOJADDRNFFUCP-YIHAFMAISA-N	n.a.	n.a.	21578031	7	0	0	No
NPC147155	SWYRVCGNMNAFEK-ODUIUREOSA-N	n.a.	n.a.	133561811	50	0	0	No
NPC147156	ACZGXHWMDDHKRQ-PMACEKPBSA-N	n.a.	n.a.	73213069	28	0	0	No
NPC147158	LDAQYRWFMSRIAZ-DOTOQJQBSA-N	n.a.	n.a.	11983296	1	0	0	No
NPC147161	JJGYGPZNTOPXGV-UHFFFAOYSA-N	n.a.	n.a.	520352	1	0	0	No
NPC147162	VCCNKWWXYVWTLT-LOHZHPJVSA-N	n.a.	n.a.	24211979	1	0	0	No
NPC147168	Dictamnusine	(1R,5S,6S,8aR)-1-(furan-3-yl)-4-hydroxy-5,8a-dimethyl-6-[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-5,6,7,8-tetrahydro-1H-isochromen-3-one	CHEMBL402945	24799851	1	1	2	No
NPC147170	JMWIRXQFQXREAB-VTAJJLHNSA-N	n.a.	n.a.	n.a.	1	0	0	No
NPC147175	IMXSFYNMSOULQS-BEDFLICRSA-N	n.a.	n.a.	6479222	2	0	0	No
NPC147179	Totaradiol	(2S,4aS,10aR)-1,1,4a-trimethyl-8-propan-2-yl-2,3,4,9,10,10a-hexahydrophenanthrene-2,7-diol	CHEMBL446064	9995105	1	5	5	No
NPC147180	6Beta,16Beta-Diacetoxy-25-Hydroxy-3,7-Dioxy-29-Nordammara-1,17(20)-Dien-21-Oic Acid	(2Z)-2-[(4S,5S,6S,8S,9S,10R,13R,14S,16S)-6,16-diacetyloxy-4,8,10,14-tetramethyl-3,7-dioxo-5,6,9,11,12,13,15,16-octahydro-4H-cyclopenta[a]phenanthren-17-ylidene]-6-hydroxy-6-methylheptanoic acid	CHEMBL501588	24896932	2	3	3	No
NPC147188	UXCMMWBPZGSBIK-XZIWGFAYSA-N	n.a.	n.a.	n.a.	3	0	0	No
NPC147191	ZNNJYKFHWZLLTN-DLTADMCBSA-N	n.a.	n.a.	n.a.	17	0	0	No
NPC147192	Vittarilide-B	[(2R,3S,4S)-4-hydroxy-2-methyl-5-oxooxolan-3-yl] (E)-3-(3,4-dihydroxyphenyl)prop-2-enoate	CHEMBL486185	11673743	1	1	1	No
NPC147193	PBBXHFKIHMKJCA-UHFFFAOYSA-N	n.a.	n.a.	5321861	1	0	0	No
NPC147195	DULMPJSGUZGBLO-YFKVFLQUSA-N	n.a.	n.a.	n.a.	3	0	0	No
NPC147199	FTBUPRVFMAYNFL-UHFFFAOYSA-N	n.a.	n.a.	10371554	1	0	0	No
NPC147200	XMAICHRFWUSSEF-WCQYABFASA-N	n.a.	n.a.	21670040	8	0	0	No
NPC147202	SFHVHQMPRGEUDC-FRCFAINYSA-N	n.a.	n.a.	5317327	1	0	0	No
NPC147209	SITYJJILFBZEKU-UHFFFAOYSA-N	n.a.	n.a.	n.a.	50	0	0	No
NPC147212	Pentan-3-One	pentan-3-one	CHEMBL45315	7288	2	7	8	No
